crit_number,index,radius,coords_1,coords_2,coords_3,coords_4,coords_5,coords_6,coords_7,coords_8,coords_9,coords_10,coords_11,coords_12,coords_13,coords_14,coords_15,coords_16,coords_17,coords_18,coords_19,coords_20,coords_21,coords_22,coords_23,coords_24,contact_graph_1,contact_graph_2,contact_graph_3,contact_graph_4,contact_graph_5,contact_graph_6,contact_graph_7,contact_graph_8,contact_graph_9,contact_graph_10,contact_graph_11,contact_graph_12,contact_graph_13,contact_graph_14,contact_graph_15,contact_graph_16,contact_graph_17,contact_graph_18,contact_graph_19,contact_graph_20,contact_graph_21,contact_graph_22,contact_graph_23,contact_graph_24,contact_graph_25,contact_graph_26,contact_graph_27,contact_graph_28
5107,5,0.2090365399,-0.4121274907,-0.1592993286,-0.1818163443,-0.1529212412,-0.3057152027,0.1117132321,0.386910719,0.2309276032,0.0568076728,0.0964972905,0.4644362791,-0.1327149881,0.0284255032,0.0225291495,-0.3862400162,0.1322331085,-0.0353163019,0.254389549,-0.2165189988,0.1939079452,0.2791546908,-0.2429284069,0.2203977469,-0.1372416754,1,0,0,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
5108,5,0.2090355573,-0.0477072312,0.4160953359,0.1662043751,0.185980995,-0.1530275987,0.4368120288,0.0932652415,0.2541899175,-0.2874531401,-0.4549971305,0.1203679103,0.0515111361,0.0658975853,-0.3312457931,-0.2408600256,-0.0210645493,0.1998038251,0.5229838683,0.1335117184,0.0504511624,0.0753886957,-0.1954072216,-0.2072088608,0.0609977131,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1
5109,4,0.2090353572,0.1775809614,-0.2455134492,-0.0418267471,0.4511822023,0.4265008721,0.0035902165,0.0293823784,0.3756615059,-0.2627010439,-0.2967002191,0.2030753237,0.2511803477,-0.3434151292,0.1865932576,-0.270338976,-0.1732211485,-0.2623031257,0.1849751679,-0.4199524096,-0.2057026334,-0.1477457429,0.0623577232,0.3937404692,0.1536748679,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1
5110,6,0.2090305358,0.3037953537,0.0858410394,-0.2970773135,0.1822273597,-0.3531694287,-0.1286170552,-0.2440799175,0.4077405598,-0.0045166346,-0.1550112913,-0.0107722664,-0.0317340695,-0.47321611,-0.25469057,0.0866914942,0.2006451135,-0.3003368395,0.3442278532,-0.0328166225,-0.1337619638,-0.4121510209,0.1468677609,0.2681117913,0.0448673651,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
5111,5,0.2090301411,0.0186863622,-0.0407803013,0.2100221765,-0.4544703519,0.0138227826,0.2799186167,0.2854639549,-0.1461180045,-0.1453701524,0.0344367714,-0.4411785159,0.0117891532,-0.3307660854,-0.3119342205,-0.1453642274,0.0046746925,0.1555174426,-0.2157110843,-0.1595871282,-0.1254680422,-0.4780841224,-0.2998806679,0.3082459028,0.0265582894,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1
5112,6,0.2090298372,0.3419901507,0.040798398,0.1816861336,-0.1276557228,0.2748281327,-0.1646616692,-0.2196817542,-0.0565797838,0.314112341,0.1489141854,0.4704380124,0.0803276208,-0.3790427876,-0.2623626379,-0.2301703236,0.4816547813,0.1307934892,-0.2019394208,-0.2131790657,0.3573777381,0.2560539514,0.0120154809,0.159207808,-0.5413548957,0,0,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
5113,5,0.2090282442,0.117808925,0.0921939582,-0.5196108201,0.1422381186,0.1979901516,0.1264828766,0.331396635,-0.1201038267,-0.1057248194,-0.1870349964,-0.0103718698,0.2779282833,-0.308481444,0.2435803316,-0.0311515153,0.0758878871,-0.4506206776,-0.0900685604,0.343768302,-0.1177432692,0.3121419023,0.0141279107,-0.3748237237,0.3163939281,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1
5114,4,0.2090250734,-0.1962022351,-0.2800953857,0.1451951232,0.0112350499,-0.0780784429,0.4579358808,0.0910501294,-0.1627559919,-0.2504369958,0.3493780907,0.3025449335,0.1173225809,0.4126237717,-0.256870669,-0.0004395049,-0.165299384,0.1629806393,-0.3047186626,0.0091381648,0.4094164391,0.3354537327,-0.0044090018,0.0842837156,0.0730206714,0,0,0,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1
5115,5,0.209024477,-0.2184479726,0.4618899236,-0.0917208736,-0.0898454372,0.138554085,0.3993197192,-0.1370274989,0.0097638841,0.0044122808,-0.0935158416,0.0167259095,-0.6150071381,0.1611985441,-0.0262966028,-0.2863209654,0.2567855159,0.014330595,0.2013792364,0.0259411629,-0.3334685593,0.1787615248,0.4912573826,0.1617363406,-0.1117651677,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1
5116,5,0.2090234568,0.2536891611,0.2578333532,0.0857717203,0.2094030808,-0.2083635003,-0.3822525,-0.2739312323,-0.0988938689,0.0522521733,0.0707403823,0.1408896217,0.4713942285,-0.0855332107,-0.4720530481,0.0476008443,-0.0067817311,0.0998568082,-0.2005175533,0.3048232213,-0.3272590798,0.0852808755,0.4328569852,-0.0215024314,0.3400031752,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,0,1,1
5117,3,0.2090193325,-0.3890661521,0.3870588813,0.1357969168,0.1673635249,-0.0360141482,0.4358972382,0.2540137156,0.1174606648,0.0506992054,0.0521865695,-0.3921661859,0.0097480226,-0.1533414792,-0.2932194907,0.3600682354,0.4457811728,-0.2513515543,0.0064373158,-0.4365368362,0.0102628549,0.3105184499,-0.0124582099,0.3173117469,0.3033028147,1,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0
5118,4,0.209018529,0.3010006723,-0.3266772452,0.0532145857,0.0919821018,0.4643041843,-0.2423823116,-0.1604751962,0.2929410454,0.0573040522,-0.4514566673,0.0019595743,-0.3542058906,-0.0570844368,-0.0061993386,-0.2157900037,-0.2849978885,-0.3566332183,-0.2183466265,0.0059835825,-0.0656517473,0.1931633162,-0.3074535695,-0.3422018132,0.1988373362,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1
5119,2,0.2090140611,-0.0289680748,0.2290665522,-0.3797992401,0.0008074506,-0.0681930751,0.383509903,-0.3101605651,0.2784747289,0.0162614545,0.0035589207,0.0057551871,-0.0279163905,0.1239253178,-0.3876548512,-0.3129513611,0.3487517147,0.0545830297,-0.4201820586,0.3816643698,-0.1679908415,-0.0678680792,-0.2344200591,-0.3289690181,-0.1058472743,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1
5120,3,0.2090069303,0.0972326096,0.3337847564,-0.1648169191,0.3930376462,-0.3473329045,-0.0990904973,-0.1957530193,-0.394979083,-0.0410188815,0.2289336897,-0.021344829,-0.3568518531,-0.1759555209,0.0352876353,-0.2697135796,-0.0047433462,-0.2070796245,0.4212834276,0.0713477542,0.2626064719,0.2462782204,0.0860210204,-0.0942858137,0.0291419051,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1
5121,2,0.208994976,0.0972830174,0.0232365731,-0.3873568918,0.071010828,-0.4472182953,0.0882223133,-0.2822982194,-0.4604955111,-0.1347403268,-0.2939908952,0.1846255,0.0858049195,0.0567715969,-0.0343340406,0.0246628805,0.4501766848,-0.1448384148,0.1126240501,-0.0537004856,0.3093258487,0.4042796876,0.3120418416,0.2359659972,0.2156889077,0,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1
5122,4,0.2089894707,0.3156521355,0.130192952,0.3616607986,0.1985529771,-0.2787984012,0.064569979,-0.1788897626,-0.1061465448,0.113912768,0.2885924297,0.3918220312,-0.1764868476,0.1972078789,0.0234679944,-0.3516169795,-0.2932738907,0.3731157643,-0.0343948037,-0.213428181,0.0412802624,-0.2756752585,0.4541139909,0.0403271451,-0.0223429081,0,0,0,0,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1
5123,7,0.2089837296,0.3706397562,-0.3487224986,0.0395863366,-0.0621931764,0.2864817203,0.2448562786,-0.0627061028,-0.350457791,0.037772683,-0.1311463166,0.4044242953,-0.2937841636,0.3761920316,0.2702529431,0.2113019599,-0.0474575427,-0.109190505,0.3787336414,-0.0512922019,0.0149562064,-0.1648084866,0.3650352921,0.0322981372,-0.1321362945,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1
5124,5,0.2089836306,0.0188856148,-0.0864441731,-0.3797578583,-0.2016823752,0.2784965862,-0.3282073465,-0.431543666,-0.0342147417,-0.1730556662,-0.0157804643,0.11853308,0.3172177275,-0.3043075217,-0.2441769727,0.1652096982,0.2974249182,0.1922454659,0.0504490934,0.1366735405,0.4868813092,-0.1986399388,0.0817218977,-0.164921263,0.0259385545,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1
5125,4,0.2089817822,0.0256246813,0.1145652009,-0.1036704346,-0.2379188631,0.1649800884,0.4063591873,-0.396255229,-0.0986554135,-0.2550161452,0.2814772359,-0.1701212679,0.3412805736,0.3928875475,0.2128644603,0.2163677417,0.4692175113,-0.409389908,0.0545792517,-0.2183943858,-0.1397627109,0.1209749511,0.4042402801,0.2642108761,-0.1982745646,0,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1
5126,3,0.2089643513,-0.2354856417,-0.33838926,-0.0853682965,0.1789813943,-0.2674562919,0.3439932629,0.3680693013,0.1754194449,0.0768897763,0.0314274783,0.2856626301,-0.1448829884,-0.014298167,0.0803881602,0.2162761978,0.4566790093,-0.0950294281,-0.2291660383,0.0267276191,0.0296028442,-0.4751490899,0.1233735222,-0.3371346773,-0.2995713006,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
5127,4,0.2089642626,0.2031993,-0.2505604393,0.1901620862,0.3796211473,0.3272019288,-0.1761927203,-0.1518023638,-0.2675176885,-0.386914574,-0.0630556622,0.2370685695,0.2459362775,-0.3675967512,-0.0426524459,0.1853134194,-0.0376025194,0.3427872509,-0.157598046,-0.3403480029,-0.3957122886,-0.0366561854,0.1515537215,0.0153168051,-0.3354948585,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
5128,5,0.2089597522,-0.2804974236,-0.2005248117,-0.0195109286,-0.0764552821,0.073226544,-0.4915126038,-0.0161206589,-0.4284326149,0.2404063156,0.4705957531,0.0693498074,0.2143064593,0.3579096528,-0.2930818748,-0.2359590264,0.125403404,-0.0479001423,0.0099748567,-0.179576479,0.2341347991,0.0558036146,0.147321328,-0.091034457,0.4250841768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1
5129,5,0.2089581281,0.3291166296,-0.0231365464,0.2516125913,-0.1778783125,-0.2760610454,-0.1058269378,-0.0519982898,0.0308000082,-0.3600797867,0.4362656047,0.1487864562,-0.1139220522,-0.0871714956,-0.0576724096,0.2387491417,-0.1791382451,0.3072669663,-0.0736265613,0.4376077709,-0.4356763908,-0.0694128351,0.3174886726,-0.1644424588,-0.3637893859,0,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,0,1,1
5130,4,0.2089522748,-0.0318861135,-0.4993097995,0.1724854463,0.1345444704,0.1891809162,0.3958843137,0.4603495959,0.2379712501,0.0060350955,0.4496519012,-0.3479873876,0.0617084478,0.1626024616,-0.0544268543,-0.0161956285,-0.1928820427,0.0682943439,0.1660527934,0.0353744829,-0.39273759,-0.2259647876,0.1963922565,0.2327457451,-0.3179146377,1,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1
5131,3,0.2089487768,0.3017339496,-0.2471703109,0.1006662604,0.037712667,-0.0023679136,0.3318248994,0.0082421995,0.383097147,0.1030212428,-0.0161528196,0.1145533846,-0.2162403773,-0.3736617972,-0.0542037575,0.2796476938,-0.3943071117,0.4733495004,0.0363337288,-0.1426573776,-0.2350404962,-0.4070798215,-0.1054436498,-0.2258976946,0.0090570707,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
5132,5,0.2089460178,0.2727374362,0.0059017036,0.295697342,-0.251559971,-0.2043854644,0.3403832837,0.2094796942,-0.4487904525,-0.0384141377,-0.2693966835,0.1650232816,0.1458253652,-0.3374011705,-0.0931062066,-0.1756996115,0.2518650739,-0.0409456165,-0.1190356162,-0.0187687121,-0.0235345233,-0.4369789465,-0.2063204638,-0.4472310242,0.0033177492,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1
5133,5,0.2089370819,0.1561274558,-0.4545501235,0.2133127677,-0.3593278253,0.0812445102,-0.0729418312,0.0320796726,0.2073587785,0.4252688331,0.1574070687,0.1163677586,-0.3233285049,-0.1653613886,0.3798704301,-0.2916160148,-0.0614085098,-0.2227262956,-0.2149136442,-0.0943989405,-0.1114131385,0.1865086139,0.2801079469,-0.1165291592,0.0012055255,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1
5134,4,0.2089358341,0.3855992776,0.1264148049,-0.2726932588,-0.223686116,-0.1989287601,-0.3839954329,-0.0686617573,0.1832007422,-0.5028197952,0.1254744251,-0.3417811751,-0.1663894771,-0.0122962631,0.2697016054,-0.09790343,-0.321489364,0.3478081511,0.1721256889,0.1147688618,-0.0528907022,0.1353461965,0.0216871523,0.0255515764,0.5350952869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
5135,4,0.2089313511,-0.1025716379,-0.079860989,0.392008912,0.0801858049,-0.4189753265,-0.0747403218,-0.287362128,-0.0182702052,-0.3631603352,0.2352391609,-0.0619739708,0.0773048256,0.0059915964,0.2791671358,-0.3540009247,0.1170230485,-0.1234364637,-0.3678427545,-0.4344732482,0.1737605275,-0.022437935,-0.0499619463,0.2392812444,0.1274532229,0,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,1
5136,4,0.2089292622,-0.2195058846,0.0416489729,0.2501058141,-0.1469435225,-0.2759458795,-0.0115694805,0.096115816,0.1802606147,0.0139374392,0.4466336641,0.3937243814,-0.1032754914,0.1965199187,-0.4221104825,0.176245641,0.1243480714,0.094167413,-0.3939800118,-0.1659413628,0.3614216959,-0.2564556898,-0.0881757026,-0.2642601709,-0.4251097253,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1
5137,4,0.2089283684,0.0679476831,0.3762098548,-0.3629811169,0.2553127346,-0.3927555375,0.1253196317,-0.3443937959,-0.4742670844,0.0374261818,0.2191634584,0.0070566633,-0.2386269331,0.1627285908,-0.0228451245,0.3295706778,-0.3847484648,-0.1237982154,-0.2630295708,-0.0716338659,-0.1587808317,0.0114512427,-0.1816474391,0.1865860064,0.2193526938,0,0,1,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1
5138,6,0.2089277201,-0.1657690538,0.014491574,-0.065260467,-0.3879494148,-0.109536916,0.3064732223,0.2715008708,0.2298873687,0.1535936188,-0.0596791983,0.4894406236,0.0373908262,-0.1509697017,0.2314395419,0.353151265,0.3921744086,0.1292518662,-0.2335931084,0.289794187,-0.3560207017,0.2064745919,0.1500877238,-0.0431691264,0.4456589661,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1
5139,3,0.2089252729,0.328839978,0.0539420114,0.1744582365,-0.2478653486,0.2451744387,0.1843871841,0.4631115646,0.3426698208,-0.1011988533,-0.1417898454,-0.1911818313,-0.2028385752,0.0690722992,-0.4973775683,0.2731009782,-0.0529357518,0.1531803617,-0.5291555555,-0.1779304007,-0.165809916,0.2126722008,0.2085745802,0.0354018818,-0.2252811492,0,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1
5140,6,0.2089241855,-0.0425300624,0.4613841327,0.2773167196,-0.3216814763,-0.4902430479,-0.0298181363,0.0325539469,0.0271011853,0.1493584011,-0.2435951626,0.007126654,0.4623119898,-0.080887773,0.2612383716,-0.2640278049,0.3838240891,0.2194631836,0.030180341,-0.2634227777,-0.0870172125,-0.1226195964,0.36410676,-0.1979191244,0.0308853934,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
5141,5,0.2089205278,0.3755361644,-0.4956017916,0.0221979536,0.462983734,-0.0071450881,-0.2987597516,-0.2107994561,-0.2693715029,0.1119448151,-0.3039253038,0.3129897205,-0.1654426286,0.0498167007,0.2437520978,0.0458957105,0.4092806543,-0.1008136767,0.1548433509,0.1030321572,-0.1326088329,-0.1276315574,-0.2375133518,-0.298454922,-0.3040259413,0,0,1,1,1,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1
5142,4,0.208918445,-0.0049748337,0.3262335436,0.3897111664,0.2354179369,-0.4211821566,-0.0871908109,-0.1516915537,0.0636308998,0.0034400793,-0.1271321775,0.4801375385,-0.2699673923,0.2422991868,0.1725683624,0.0899940647,0.1403113325,0.0459149019,-0.2949022993,-0.4625891351,-0.1992032149,0.0975070169,-0.4082269636,0.3926349125,0.0265400754,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
5143,4,0.2089175359,0.1086646984,0.4823939344,-0.1611342147,0.185073846,0.1170999337,0.0267702353,0.4474018136,-0.1835879969,0.1506934091,0.0471117949,0.2759437551,0.3877705955,-0.2733434713,0.1459034208,-0.2453113153,-0.358410026,0.4922007278,-0.0275316016,-0.1030612618,-0.1774156268,-0.0426912034,-0.2812657849,0.1334288099,0.1722623527,1,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1
5144,7,0.2089151063,0.4896400153,-0.1220853123,-0.0217399451,0.004775197,-0.3317863899,0.2338049821,-0.1361690426,-0.104412391,-0.2842866996,-0.2732143451,0.2198745538,-0.0592563704,0.1937339621,0.0194184351,0.3584317949,0.1586044936,0.3171693439,0.067412202,0.2575084009,-0.2263032428,-0.353154524,-0.3402055892,-0.1325059696,0.3597321747,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,1
5145,6,0.2089140394,0.2645964979,0.3651865935,-0.0138650514,0.2654285513,-0.1042618197,0.2935035077,0.0989244664,0.2733930386,0.3585688686,-0.4218028782,-0.2639443664,0.0671020744,0.2189211151,-0.054957453,-0.3752624838,0.0099419964,0.0051607395,-0.0184798689,-0.3414321235,0.2296419189,-0.0454007048,-0.2482742603,0.0291238361,0.309133376,0,1,0,0,0,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,1,1,1
5146,4,0.2089137557,0.2356674078,0.123273464,0.2224491279,-0.2016826223,-0.0769653517,0.2947939926,-0.4933624571,-0.2707513565,0.0668692513,-0.001607203,0.2154947255,-0.2084690061,-0.1561753385,0.3264864716,0.1961248214,-0.3027996607,0.0364837936,-0.4361048305,-0.3751702417,0.3943096313,-0.1531904853,0.3814252216,0.0548456522,-0.1631052947,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5147,5,0.2089136747,-0.4162665654,0.218289283,0.0268568282,-0.2196099647,-0.1577709373,0.1737580813,-0.122127237,-0.0876151565,-0.3727959042,-0.0932044315,0.32839599,-0.3467595349,-0.0588313989,0.4326429604,0.0563915029,0.1102035792,0.0924291958,0.2303497325,0.1241315154,-0.2095775864,-0.0580555552,0.483200749,-0.0908260594,-0.235670463,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1
5148,4,0.2089106037,0.0490757929,0.2858662148,-0.2851988871,0.1426027784,-0.1760425309,0.3330060859,-0.1276166293,-0.0667276458,-0.0975996809,0.4158571782,0.2006510046,0.2651643973,0.1983124352,-0.3972106018,-0.0170734478,0.2833047526,0.0069297724,-0.0804893312,-0.1849658123,0.0796566938,0.2895143303,0.0624497907,0.4139073455,0.3299704592,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
5149,2,0.2089086633,0.0530639047,0.03499451,-0.3341620513,0.0322415908,0.0141722201,0.2644805885,-0.0387875467,-0.3939763331,0.3187126546,-0.1710402004,-0.340270656,-0.1870039192,0.4075067721,0.2382763159,0.1173224444,-0.3759066947,-0.0568572028,0.318712651,0.0187188363,0.3392421824,0.0023391705,-0.272006064,0.0485172796,-0.0720206419,0,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
5150,4,0.2089079413,0.386523391,0.0172373876,-0.0656896266,0.0906432336,0.3101306873,0.3413971281,-0.2210654611,-0.1613403273,0.3182626428,-0.0280723053,0.0030060722,-0.4054232285,-0.2307394781,-0.4460332126,0.0126051771,0.1788335477,-0.2244239373,0.4215648826,-0.0554563185,-0.4119599482,-0.3651314223,0.0326428905,0.2393597842,-0.0662762108,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
5151,3,0.2089076989,-0.2003283566,-0.0068982084,-0.4411200681,0.0469052743,-0.0515898231,0.4675058268,-0.0619877371,0.3809138763,-0.3701738443,-0.1017737653,-0.0416920557,0.0771645862,-0.446416393,-0.1473752625,-0.134075149,0.1521153436,-0.1175158367,-0.2458846071,0.1697831193,0.2500915169,-0.0480908004,-0.4414235925,0.2008433108,0.0967680962,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
5152,5,0.2089060827,-0.4747211134,-0.1945278773,-0.1197334586,-0.003873416,0.1547624794,-0.3769379135,-0.1235092964,0.2915773935,0.1971989784,0.4911317003,0.3484263965,0.0460909539,-0.0166477789,-0.086012045,0.3406348097,0.376170971,0.0548619079,0.3202641244,-0.1042569121,-0.3328624013,0.015125137,0.1598985029,-0.0124294022,-0.0308271812,0,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1
5153,4,0.2088927524,-0.3131787711,0.0247484726,0.4296337511,0.320837152,0.2498024144,0.0071128542,-0.223573081,-0.3003800976,-0.0452178813,0.254383345,-0.066048616,-0.3278027476,-0.3423536782,0.3405941134,-0.222802736,0.1351681483,-0.1192975342,0.0690561916,-0.3296475599,-0.0523243467,-0.3642183161,-0.0239357307,0.2149901519,-0.4623405903,1,0,1,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
5154,6,0.2088880178,-0.1637397846,-0.2655195903,-0.1386945362,0.4752713394,0.3842682328,-0.0711069758,-0.2316990147,-0.0048643267,0.2904444566,-0.0398276413,0.2227609051,-0.490184777,0.3046073788,0.0034970223,-0.0505170277,0.128777999,0.2799840804,0.2086659361,0.0437957429,-0.3111606256,0.2210036061,0.2345404614,-0.0899262475,-0.4516399369,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1
5155,6,0.2088853377,-0.0675644072,-0.4194825151,-0.2327373882,-0.0701326756,-0.3357806544,0.2438934759,0.3723314377,-0.3247871672,-0.083589372,0.4059655444,0.0690091053,0.0517828008,0.0281086204,-0.0385847604,-0.0902736752,0.0989579982,-0.0768226855,-0.546460836,-0.2183291784,0.0546942598,0.2339172763,-0.1632832649,0.1996167355,-0.375162304,0,0,0,1,0,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0
5156,6,0.2088847388,-0.0561569014,0.0441322961,-0.3466245756,-0.4170374143,-0.2321776899,0.0139179085,0.2961487756,0.0715705771,0.011434975,-0.1515105472,0.3365461701,0.3497060898,0.0754465735,-0.3485408801,0.1952661626,-0.2520614526,-0.1712475364,0.3928661699,0.0016466311,-0.3484359965,-0.2159332462,0.1191048355,0.0203890097,0.3863579361,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1
5157,6,0.2088836142,0.3905587736,0.1077637568,0.0690785238,-0.0794398278,-0.3965775172,-0.1368440604,0.0134688298,0.2257183063,-0.2892809111,-0.0973178133,-0.1348132161,0.3579012204,0.4732928993,-0.3036538302,-0.104507695,0.0096418381,0.231506389,0.1879040528,0.1856247621,-0.3896060252,0.1859896717,-0.2285640024,-0.0161991362,-0.0496446947,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,0
5158,6,0.2088825848,-0.4231687154,-0.3385934797,-0.0305463208,-0.1918748202,-0.0884830525,0.2387217893,0.0647609736,0.4346550507,-0.0953743614,-0.1041845,-0.2817985296,-0.3514731562,0.415228934,0.2098018824,-0.061595692,-0.1870394215,0.1033599155,-0.1323585685,-0.0108770949,0.2849004809,0.2872222786,0.1645756903,0.0380225966,-0.3482881514,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1
5159,5,0.2088812384,0.1121577618,-0.0498795216,0.1645443859,-0.1317231639,-0.0380541182,-0.5004022594,0.0014794509,0.1440399575,0.5176322428,-0.1383065768,0.1530157937,-0.1289531571,0.2450505835,0.3151834746,-0.164511823,-0.2331149225,0.3396085214,0.2325990791,-0.2499116805,-0.2555464404,0.1308943531,0.4983555372,0.070200509,0.0598660599,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1
5160,4,0.2088808276,-0.4727165219,0.0018854731,0.1011516568,0.2049109725,-0.4904782673,-0.0907760246,0.1622096764,-0.09053013,-0.2036604313,-0.0880766925,0.1296326724,-0.4554736096,-0.3470181489,0.2927501771,-0.1711027181,-0.1048519476,0.3801606909,0.1578953581,0.1209892888,0.0305687208,0.1940338614,-0.1867490299,-0.2335644168,0.2943115475,0,0,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1,1,1,1,1
5161,3,0.2088785916,-0.0085719898,0.3557732076,-0.4212577298,0.0876487072,-0.0374098082,0.2772775633,0.2156972696,-0.3836593349,-0.183920494,-0.4418880129,0.0549760304,-0.3432304262,-0.1243522863,-0.0197565225,-0.0822568932,-0.0760312706,0.3856335071,0.0063154915,0.1521879636,-0.0289353853,-0.3952461944,-0.3871846032,-0.3437444946,-0.0605306137,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
